video_file,experiment,version,condition,subject,Recording_name,IP1_gaze_time,IP2_gaze_time,IP3_gaze_time,IP1_duration,IP2_duration,IP3_duration,include_trial
solidity_ver2_n_cont,solidity,ver2,cont,Yoyo,Recording348,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_cont,solidity,ver2,cont,Yoyo,Recording91,373.2999999999993,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording189,290.07900000000154,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording356,179.9920000000002,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording358,533.2860000000001,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording359,206.62999999999738,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording360,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Asega,Recording361,460.1180000000004,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Becky,Recording140,466.60199999999895,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Becky,Recording318,193.3090000000011,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Bolly,Recording221,399.96399999999994,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Ikuru,Recording54,546.6010000000006,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Kalema,Recording200,326.6280000000006,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Kalema,Recording297,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Kaza,Recording259,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Kaza,Recording261,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Kaza,Recording76,543.1569999999992,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Medina,Recording100,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Medina,Recording333,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Medina,Recording336,123.43499999999949,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Medina,Recording337,296.75,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Namukisa,Recording283,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Namukisa,Recording65,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Okechi,Recording239,129.8670000000002,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Okechi,Recording243,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Pasa,Recording255,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Pasa,Recording312,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Pasa,Recording314,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Pasa,Recording81,546.6089999999986,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Sally,Recording322,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Sally,Recording326,499.94600000000173,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Sally,Recording84,543.3770000000022,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Themba,Recording103,546.6059999999998,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Umugenzi,Recording179,153.3140000000003,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Umugenzi,Recording303,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Umugenzi,Recording305,543.2630000000008,0,0,545,NA,NA,TRUE
solidity_ver2_n_test,solidity,ver2,test,Yoyo,Recording143,23.141999999999825,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Yoyo,Recording340,3.208999999998923,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Yoyo,Recording343,0,0,0,545,NA,NA,FALSE
solidity_ver2_n_test,solidity,ver2,test,Yoyo,Recording347,226.65700000000288,0,0,545,NA,NA,TRUE
